sample_id	population_label	category	locality	country	lat	lon	date_bp	date_sd	coverage	snps_1240k	mol_sex	assessment	publication	publication_doi	usable_ancient
LEO019.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.0509	486485.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO020.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.5076	405968.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO021.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.5313	76778.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO022.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.3162	290437.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO023.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.04	514485.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO025.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.0892	232705.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO026.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.4254	614490.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO027.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.178	796679.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO029.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.1577	591099.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO030.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.9178	794416.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO031.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.6506	227684.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO033.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.298	824577.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO034.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.4031	670785.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO035.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.1598	588119.0	F	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO036.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.4226	678582.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO037.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.3755	98598.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO038.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.387	818549.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO039.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.6084	797237.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO040.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.402	61133.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO041.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.6336	490430.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO042.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.4795	21881.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	False
LEO043.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.2162	5645.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	False
LEO044.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.2611	221985.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO045.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.0123	173064.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO046.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.6439	705480.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO047.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.5399	111215.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO048.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.0308	782210.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO049.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.9476	624515.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO050.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.9571	470204.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO051.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.3675	255447.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO052.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.534	514079.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO053.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.4611	290825.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO054.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.8409	301145.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO055.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.9544	763749.0	F	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO056.AG	Austria_Avar-1	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.3317	701635.0	M	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO057.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.7089	35121.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO058.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.4547	798645.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO059.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.7639	792140.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO060.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.4973	784214.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO061.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.9397	64316.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO062.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.2803	409929.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO063.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.5606	537889.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO064.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.8001	71383.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO065.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.8435	377156.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO066.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.8871	541418.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO067.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.1919	339871.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO068.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.2955	388594.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO069.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	5.3458	837877.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO070.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.8591	347403.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO071.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.6029	696972.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO072.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.8897	721183.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO073.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	6.3015	761060.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO074.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.4976	586820.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO075.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.0116	616378.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO077.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.4662	476650.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO078.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	6.8752	911468.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO079.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.1819	501395.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO080.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.9847	618695.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO081.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.9687	526520.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO082.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.2773	644461.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO083.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.3369	437281.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO084.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.6797	25778.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	False
LEO085.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	8.1106	846987.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO086.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.3629	113776.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO087.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.5642	787157.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO088.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.1214	810208.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO089.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	6.2054	907688.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO090.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.6332	636456.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO091.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.6332	620255.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO092.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.667	134007.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO093.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.6575	793678.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO094.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.6639	836582.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO095.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.5919	544392.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO096.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.2322	765770.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO097.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	5.6826	899948.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO098.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.3137	769016.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO099.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.9604	630016.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO100.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.8096	283022.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO056_alt1.AG	Austria_Avar-1	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.4141	120135.0	U	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO102.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.6534	504239.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO103.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.0336	666925.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO104.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	5.5163	867217.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO105.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.4671	850655.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO106.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	6.0476	908570.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO107.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.7103	651429.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO108.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.9924	459721.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO109.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.5493	356850.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO111.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.0953	499992.0	M	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO112.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.7171	711332.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO113.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.607	481240.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO114.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.7877	808023.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO115.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.4465	278433.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO117.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.7829	214753.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO118.AG	Austria_Avar-1	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	4.3195	641096.0	F	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO118_alt3.AG	Austria_Avar-1	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.3239	25083.0	U	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	False
LEO120.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.4184	554857.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO121.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	2.1452	660749.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO122.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.2166	27694.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	False
LEO123.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.2064	22279.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	False
LEO124.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.5454	320702.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO118_alt1.AG	Austria_Avar-1	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.1675	451658.0	F	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO126.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.135	40035.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO127.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.8559	111926.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO128.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	1.0557	469355.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO130.AG	Austria_Avar-3	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.2169	21057.0	U	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	False
LEO131.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	3.7676	754707.0	F	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO132.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.3124	79944.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO133_alt1.AG	Austria_Avar-1	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.5891	67905.0	M	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO133_alt2.AG	Austria_Avar-1	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.4229	66741.0	U	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO056_alt3.AG	Austria_Avar-1	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.0817	34339.0	M	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO133.AG	Austria_Avar-1	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.4298	105163.0	M	MERGE_PASS	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
LEO137.AG	Austria_Avar	West_Eurasian_control	Leobersdorf (Lower Austria, Baden District)	Austria	47.916667	16.216667	1225.0	43.0	0.9609	343500.0	M	Pass	WangHofmanováNature2025	https://doi.org/10.1038/s41586-024-08418-5	True
